sensor_image,object_label,pose_x,pose_y,pose_z,pose_Rx,pose_Ry,pose_Rz,shear_x,shear_y,shear_z,shear_Rx,shear_Ry,shear_Rz,object_x,object_y,object_z,object_Rx,object_Ry,object_Rz
image_17.png,edge,0.0,-1.6064391387573096,4.647512347032665,0.0,0.0,-178.93945400905227,-1.5036628185624226,-0.7250997790375102,0.0,0.0,0.0,2.13900348687633,0,0,0,0,0,0
image_18.png,edge,0.0,1.1881654791647147,3.21236807250332,0.0,0.0,-178.93086589180697,-0.5108800648582772,1.3456637024105822,0.0,0.0,0.0,2.7067714382589623,0,0,0,0,0,0
image_19.png,edge,0.0,1.1066192997917366,3.6654721679110116,0.0,0.0,-178.9230557026104,3.3313308010400267,-4.416290452937533,0.0,0.0,0.0,-0.0617048920311456,0,0,0,0,0,0
image_20.png,edge,0.0,5.442751118834838,4.446228807033087,0.0,0.0,-178.7082215985226,-3.0910282679553536,1.134623085190519,0.0,0.0,0.0,4.537525260590698,0,0,0,0,0,0
image_21.png,edge,0.0,-3.374613844617855,3.830366707054501,0.0,0.0,-178.6806510308197,-3.745293717258943,-2.3119816677570117,0.0,0.0,0.0,4.318145308361332,0,0,0,0,0,0
image_22.png,edge,0.0,-5.689225529527752,3.256789419399956,0.0,0.0,-178.6629122205469,0.44004761777712975,3.179249703852289,0.0,0.0,0.0,-3.1959695230183796,0,0,0,0,0,0
image_23.png,edge,0.0,4.793479852261724,4.645972015014412,0.0,0.0,-178.59919770939123,3.311142244989167,-0.5437986155284946,0.0,0.0,0.0,3.902186982794902,0,0,0,0,0,0
image_24.png,edge,0.0,-1.2272256764418419,3.306843918840549,0.0,0.0,-178.56374332593046,-1.2666653343764231,1.4651149669671586,0.0,0.0,0.0,1.1177194282479164,0,0,0,0,0,0
image_25.png,edge,0.0,2.4638010665637537,3.524799838310461,0.0,0.0,-178.5451070104315,1.3191115710217405,4.16400230117296,0.0,0.0,0.0,-1.0203257392288267,0,0,0,0,0,0
image_26.png,edge,0.0,0.46679704524125576,3.127323006404931,0.0,0.0,-178.40481618264783,-4.901763605398864,3.68539637257067,0.0,0.0,0.0,3.6388489596131333,0,0,0,0,0,0
image_27.png,edge,0.0,0.7083111781199154,3.6393595128899303,0.0,0.0,-178.24638438846213,4.090950170159836,1.5251989333560791,0.0,0.0,0.0,0.03455327855044121,0,0,0,0,0,0
image_28.png,edge,0.0,3.2805688233153774,4.9094913265237174,0.0,0.0,-178.22281923962885,1.0338691880605753,3.583094966879223,0.0,0.0,0.0,-2.1127288106545814,0,0,0,0,0,0
image_29.png,edge,0.0,0.027468678431823434,4.041459896881098,0.0,0.0,-178.1766040863975,-2.4138473170672436,2.5278151680825776,0.0,0.0,0.0,-4.477334864180309,0,0,0,0,0,0
image_30.png,edge,0.0,3.190623656392031,3.575501289203498,0.0,0.0,-178.16443219528105,-4.217712602857836,0.38536556681721734,0.0,0.0,0.0,1.7694834096463943,0,0,0,0,0,0
image_31.png,edge,0.0,-3.3578576813219874,3.3450414069203087,0.0,0.0,-178.0752617016264,-2.7555447604860173,0.5966792771446148,0.0,0.0,0.0,-4.448996811147175,0,0,0,0,0,0
image_32.png,edge,0.0,3.618907152820965,4.063143385028553,0.0,0.0,-178.0554631875991,1.2879249891430131,-0.01416758826530451,0.0,0.0,0.0,-0.23053890869536797,0,0,0,0,0,0
image_33.png,edge,0.0,-4.660797298333419,4.81312023455899,0.0,0.0,-178.03827307990707,1.6916877189518118,2.9826925393519392,0.0,0.0,0.0,-1.6531309644498493,0,0,0,0,0,0
image_34.png,edge,0.0,-3.934736253187203,4.676698991693229,0.0,0.0,-178.00855508270763,2.103570420501926,2.713418093719704,0.0,0.0,0.0,-3.3275521491597013,0,0,0,0,0,0
image_35.png,edge,0.0,3.412959089231343,4.121576462678267,0.0,0.0,-177.9478317063593,3.4637975771033034,-0.6818924838603779,0.0,0.0,0.0,4.087095027626157,0,0,0,0,0,0
image_36.png,edge,0.0,-0.7489632117739724,3.669095352219375,0.0,0.0,-177.94774073093745,0.35474759396965716,4.8157929718504136,0.0,0.0,0.0,-3.2325637567107934,0,0,0,0,0,0
image_37.png,edge,0.0,0.40451654101544143,3.481684584523401,0.0,0.0,-177.94443934397776,-2.5027321769400523,3.8579452075506087,0.0,0.0,0.0,-2.6636870400395587,0,0,0,0,0,0
image_38.png,edge,0.0,-4.442553227975486,3.217042197349093,0.0,0.0,-177.84486517762858,4.703674873738965,-3.0328302015577813,0.0,0.0,0.0,-4.051522791538183,0,0,0,0,0,0
image_39.png,edge,0.0,-5.871761756957666,4.263448020870239,0.0,0.0,-177.79729708603938,-3.86728188543469,-1.9999568728046646,0.0,0.0,0.0,-1.6507380580844333,0,0,0,0,0,0
image_40.png,edge,0.0,0.4266015845028006,4.853201594119349,0.0,0.0,-177.72238744445633,-2.062412726473233,3.5106392570887373,0.0,0.0,0.0,-3.8811998277118698,0,0,0,0,0,0
image_41.png,edge,0.0,4.328123608304267,4.691921284603,0.0,0.0,-177.7150015574948,2.134730229601053,-3.7424743474292277,0.0,0.0,0.0,4.841699482702396,0,0,0,0,0,0
image_42.png,edge,0.0,3.6504098124659983,4.611686022715492,0.0,0.0,-177.68845643273772,1.0563550843641547,-1.6185065130199252,0.0,0.0,0.0,-0.2849875467479013,0,0,0,0,0,0
image_43.png,edge,0.0,-4.214634305380381,4.021304492758285,0.0,0.0,-177.64732676459363,0.4386465036839029,1.280496444549085,0.0,0.0,0.0,-2.348752368540538,0,0,0,0,0,0
image_44.png,edge,0.0,-2.6194659886499982,3.616138616680522,0.0,0.0,-177.59774816078166,-3.855297899563496,3.728835008833503,0.0,0.0,0.0,0.3897840262246808,0,0,0,0,0,0
image_45.png,edge,0.0,3.8434240575936727,4.748859797484761,0.0,0.0,-177.56410654167283,4.79377186768316,-0.8734037379341526,0.0,0.0,0.0,-2.415845886018765,0,0,0,0,0,0
image_46.png,edge,0.0,-1.3319124110022447,4.5381588656148795,0.0,0.0,-177.5324513726384,-3.5216005053330655,2.8409081007665273,0.0,0.0,0.0,-1.2362680132197856,0,0,0,0,0,0
image_47.png,edge,0.0,3.4210664532109263,3.4494764533440483,0.0,0.0,-177.4809880074947,-1.697552849940097,-1.022549418976765,0.0,0.0,0.0,-2.6174764878310985,0,0,0,0,0,0
image_48.png,edge,0.0,2.6794178707096705,4.903038973675058,0.0,0.0,-177.376494506974,-1.1831441350383098,-0.29200973645092176,0.0,0.0,0.0,3.61062584635658,0,0,0,0,0,0
image_49.png,edge,0.0,3.9866940169593335,3.043751770446754,0.0,0.0,-177.32010814529158,-2.6539273151931573,-0.9276516812078404,0.0,0.0,0.0,-3.595326680813802,0,0,0,0,0,0
image_50.png,edge,0.0,-5.714782413646794,4.983649497527548,0.0,0.0,-177.29429330437154,-2.093711210326802,2.8952941709577775,0.0,0.0,0.0,-0.23434520705705886,0,0,0,0,0,0
image_51.png,edge,0.0,1.1152216509253758,3.2059926100000258,0.0,0.0,-177.18054311770481,1.9873501943897054,4.364047747203475,0.0,0.0,0.0,1.3960045079820924,0,0,0,0,0,0
image_52.png,edge,0.0,4.200579433966688,3.3963952339136085,0.0,0.0,-177.12008899984906,2.6848331446026066,2.4390915226558105,0.0,0.0,0.0,1.6044103790525943,0,0,0,0,0,0
image_53.png,edge,0.0,5.3770049432973615,3.1934974728810213,0.0,0.0,-177.08978115474594,0.8737375063852486,4.302950931353781,0.0,0.0,0.0,4.659643601413581,0,0,0,0,0,0
image_54.png,edge,0.0,-2.3441439237821924,4.290075296865187,0.0,0.0,-177.06796702908386,3.6264685836467176,2.3591149984812176,0.0,0.0,0.0,2.531501419760853,0,0,0,0,0,0
image_55.png,edge,0.0,-0.4001032520288206,3.046111826499117,0.0,0.0,-176.95924765411692,2.1519760038854416,-3.599361360333809,0.0,0.0,0.0,1.689639028971457,0,0,0,0,0,0
image_56.png,edge,0.0,-4.812648424222308,3.60146844372061,0.0,0.0,-176.9248168490796,-0.37355952015463245,2.9656699123212107,0.0,0.0,0.0,3.7793558752650718,0,0,0,0,0,0
image_57.png,edge,0.0,-5.200111606610637,3.1485215821440242,0.0,0.0,-176.91766095456416,0.9993187090423961,0.6789508856648379,0.0,0.0,0.0,-3.156693550003852,0,0,0,0,0,0
image_58.png,edge,0.0,5.264344995255527,4.208005624571262,0.0,0.0,-176.86753286008005,-0.5791307174454516,3.8227068309715158,0.0,0.0,0.0,4.834191737274402,0,0,0,0,0,0
image_59.png,edge,0.0,-4.586866434343234,3.09534405330514,0.0,0.0,-176.8654132738579,4.505916596918755,0.3042213322665752,0.0,0.0,0.0,-3.3963105011401606,0,0,0,0,0,0
image_60.png,edge,0.0,-4.370808052933304,3.144248057875995,0.0,0.0,-176.76326690712202,-0.06322566582092204,3.540542660126068,0.0,0.0,0.0,4.515942931866155,0,0,0,0,0,0
image_61.png,edge,0.0,2.7977789979778542,3.6954119571037922,0.0,0.0,-176.7267086284553,-4.418637968437123,-2.786303213459634,0.0,0.0,0.0,2.824889685893708,0,0,0,0,0,0
image_62.png,edge,0.0,2.9009089333149465,4.750630718672919,0.0,0.0,-176.69881255658277,-4.656865409785458,-0.9455705611963214,0.0,0.0,0.0,-0.30886863680861154,0,0,0,0,0,0
image_63.png,edge,0.0,-1.8399979074646549,4.353463065907608,0.0,0.0,-176.67875873870585,-0.7567987884851535,1.218798179477707,0.0,0.0,0.0,2.698101563921794,0,0,0,0,0,0
image_64.png,edge,0.0,-3.5781551440690573,3.447381022220657,0.0,0.0,-176.6263991335534,-4.241816313534423,4.682700123436032,0.0,0.0,0.0,-4.229178737342817,0,0,0,0,0,0
image_65.png,edge,0.0,-4.652477565399902,4.772129377493249,0.0,0.0,-176.58130057094417,3.8171761231216514,2.338896209537796,0.0,0.0,0.0,2.6096005122905277,0,0,0,0,0,0
image_66.png,edge,0.0,5.205251240756979,4.62491578740689,0.0,0.0,-176.45335469060802,4.379373141421135,-3.4393825714304818,0.0,0.0,0.0,2.6466662105437733,0,0,0,0,0,0
image_67.png,edge,0.0,-0.11826129390985862,3.6590616245361707,0.0,0.0,-176.34095878312053,-3.752132993790883,-2.7547070579848065,0.0,0.0,0.0,0.9202435221349514,0,0,0,0,0,0
image_68.png,edge,0.0,-2.3174920309009472,3.0401298959781746,0.0,0.0,-176.27939797655648,0.2325451246816428,4.551222639563399,0.0,0.0,0.0,3.0578196176584402,0,0,0,0,0,0
image_69.png,edge,0.0,-4.387354253036708,4.921797191380442,0.0,0.0,-175.9838998990093,-1.6434221974318919,4.818683568502461,0.0,0.0,0.0,4.123012336800187,0,0,0,0,0,0
image_70.png,edge,0.0,-3.525904885232212,3.753337310728237,0.0,0.0,-175.95200230721053,3.750323426305332,-4.33106162170334,0.0,0.0,0.0,-4.030298008795626,0,0,0,0,0,0
image_71.png,edge,0.0,3.249052565254315,3.044139187882608,0.0,0.0,-175.9216128721854,-4.607074655953345,-0.5768844348195792,0.0,0.0,0.0,4.729932825950801,0,0,0,0,0,0
image_72.png,edge,0.0,3.4266537306541665,4.573039891453764,0.0,0.0,-175.9044617897535,4.652994685677017,-0.6409349531972284,0.0,0.0,0.0,-2.417874380413161,0,0,0,0,0,0
image_73.png,edge,0.0,-0.9036275316964613,3.2428882529858214,0.0,0.0,-175.45792348391015,3.5827471753580813,1.6024737684349866,0.0,0.0,0.0,-3.9053779371708854,0,0,0,0,0,0
image_74.png,edge,0.0,-5.526515131853636,4.542053503332424,0.0,0.0,-175.2168599496739,-4.1191962338443675,1.9125228244509485,0.0,0.0,0.0,-0.7743634853982293,0,0,0,0,0,0
image_75.png,edge,0.0,-0.7633405136011797,3.748890921714212,0.0,0.0,-175.21333385592388,3.518746178871801,-0.2502375949183495,0.0,0.0,0.0,-3.847834511835888,0,0,0,0,0,0
image_76.png,edge,0.0,3.2550307124753957,3.50870927863304,0.0,0.0,-175.16572683463215,1.8707750282659994,-3.561118027372282,0.0,0.0,0.0,-4.225614608980083,0,0,0,0,0,0
image_77.png,edge,0.0,2.9399836422981966,3.63042366049169,0.0,0.0,-175.1560590208277,-2.4861012788972667,0.7635189442563952,0.0,0.0,0.0,-2.4859700857859703,0,0,0,0,0,0
image_78.png,edge,0.0,-1.7829432967187806,4.187515062672071,0.0,0.0,-175.11332034766193,0.9552743517074811,-2.9504259578422887,0.0,0.0,0.0,3.972573465788061,0,0,0,0,0,0
image_79.png,edge,0.0,-4.714256185657236,4.727388113538218,0.0,0.0,-175.0437768445249,-2.637357639816096,-2.4986825906706303,0.0,0.0,0.0,2.671332272430388,0,0,0,0,0,0
image_80.png,edge,0.0,-0.6832553480556607,4.646902990172871,0.0,0.0,-174.89918156819715,-2.6037537148387244,-1.333320863539893,0.0,0.0,0.0,0.7067885614283078,0,0,0,0,0,0
image_81.png,edge,0.0,5.1780751934108,4.853032126994123,0.0,0.0,-174.8896484446976,2.22538485145623,1.8155088353762778,0.0,0.0,0.0,1.2356983107124506,0,0,0,0,0,0
image_82.png,edge,0.0,3.011501512193906,3.8694134670488456,0.0,0.0,-174.65825154502676,-2.7060158376832764,-2.7712826985207273,0.0,0.0,0.0,0.6309641896113005,0,0,0,0,0,0
image_83.png,edge,0.0,-4.529236653041211,4.27888132859849,0.0,0.0,-174.60552893511667,-0.7710621594714979,0.4869970372788712,0.0,0.0,0.0,-3.124705044795789,0,0,0,0,0,0
image_84.png,edge,0.0,0.3869736349066528,4.79597532069797,0.0,0.0,-174.5780188931214,4.9572376091878905,2.4643525059436655,0.0,0.0,0.0,-2.1762840835109056,0,0,0,0,0,0
image_85.png,edge,0.0,-3.049318085160318,3.954862128815954,0.0,0.0,-174.4957575579044,4.739882864698531,-0.7647613987518112,0.0,0.0,0.0,3.869215379692916,0,0,0,0,0,0
image_86.png,edge,0.0,5.498296453890594,4.3968168545238875,0.0,0.0,-174.48400094291387,1.6056061617315756,-2.168729746155055,0.0,0.0,0.0,-4.763859264823145,0,0,0,0,0,0
image_87.png,edge,0.0,-2.2032963097916762,4.527477216498891,0.0,0.0,-174.4542336999983,1.3642939811874797,2.5040258782692195,0.0,0.0,0.0,0.9396311321097048,0,0,0,0,0,0
image_88.png,edge,0.0,4.264380238295562,3.7147980841478674,0.0,0.0,-174.42580831336096,-2.7931437488102926,3.2045433609296268,0.0,0.0,0.0,-3.8434530930277164,0,0,0,0,0,0
image_89.png,edge,0.0,-4.290333900282582,3.8019868400529715,0.0,0.0,-174.3378529709045,-3.6748088110413937,-1.7545451678569437,0.0,0.0,0.0,-1.0216909131798024,0,0,0,0,0,0
image_90.png,edge,0.0,-5.665471015133804,3.7455347306445437,0.0,0.0,-174.2693937627182,-4.3554866598547015,4.44470563596683,0.0,0.0,0.0,-4.49303182602799,0,0,0,0,0,0
image_91.png,edge,0.0,5.060481335133019,3.7224823591350535,0.0,0.0,-174.241044036375,-1.7306024170906187,2.707899600931322,0.0,0.0,0.0,-2.3430099510168736,0,0,0,0,0,0
image_92.png,edge,0.0,-1.4933636585471302,3.173677223934928,0.0,0.0,-174.14866851349203,-1.5895824243852639,2.331924802550917,0.0,0.0,0.0,-4.9201189164285095,0,0,0,0,0,0
image_93.png,edge,0.0,5.502116634176783,4.3431206633194215,0.0,0.0,-174.1222592448174,-0.06598488643045375,-2.9462018560001404,0.0,0.0,0.0,0.3767479408552372,0,0,0,0,0,0
image_94.png,edge,0.0,0.22809064533560885,3.49107903118512,0.0,0.0,-173.97496478020423,-2.195360482678125,2.1264747422424337,0.0,0.0,0.0,-0.7891666495488883,0,0,0,0,0,0
image_95.png,edge,0.0,4.405241059725217,3.6512852357783347,0.0,0.0,-173.86160607023044,0.31594590585312243,0.5448041456199535,0.0,0.0,0.0,-1.4053640262722245,0,0,0,0,0,0
image_96.png,edge,0.0,0.5850245232278457,4.288405177364776,0.0,0.0,-173.85429094985759,-2.6037533423749695,1.5415343255834602,0.0,0.0,0.0,-3.0606506425038904,0,0,0,0,0,0
image_97.png,edge,0.0,-4.699449250138949,4.7669710517319634,0.0,0.0,-173.8128124695286,-3.235044771703055,-2.49926316251746,0.0,0.0,0.0,0.23577584065711843,0,0,0,0,0,0
image_98.png,edge,0.0,-2.084826939237603,4.275543451125926,0.0,0.0,-173.63947261057768,-1.0181773245035242,3.7650726267592507,0.0,0.0,0.0,-2.752914859937209,0,0,0,0,0,0
image_99.png,edge,0.0,-2.3820302503944095,4.172189468093347,0.0,0.0,-173.63275805167206,4.624156139286162,-4.107092151933332,0.0,0.0,0.0,3.6567700958532896,0,0,0,0,0,0
image_100.png,edge,0.0,-0.8334398214486658,4.433883697510359,0.0,0.0,-173.6210303294265,-2.7111028928228675,-1.5235652050967752,0.0,0.0,0.0,0.2250037651870045,0,0,0,0,0,0
image_101.png,edge,0.0,-0.9871028123932222,4.520630251679018,0.0,0.0,-173.52920054732627,3.6542397103687456,-2.909885355798708,0.0,0.0,0.0,4.40216858907587,0,0,0,0,0,0
image_102.png,edge,0.0,-5.108645526279304,3.886061251405824,0.0,0.0,-173.49674906419324,-0.26026076574960566,3.5529312588743416,0.0,0.0,0.0,3.6644960306312804,0,0,0,0,0,0
image_103.png,edge,0.0,3.7707227294247545,4.45771581138258,0.0,0.0,-173.48198684290793,3.7142693338711457,1.5751170836835886,0.0,0.0,0.0,4.057429490313382,0,0,0,0,0,0
image_104.png,edge,0.0,-0.18725833771833855,3.108573052481744,0.0,0.0,-173.469000228591,2.4123804060962506,4.628405004188,0.0,0.0,0.0,1.6330235660284131,0,0,0,0,0,0
image_105.png,edge,0.0,-3.293735602935736,3.2657719387517687,0.0,0.0,-173.16211039538945,-4.520589458493076,-0.7254532236335081,0.0,0.0,0.0,0.38226305610830646,0,0,0,0,0,0
image_106.png,edge,0.0,5.528310076275947,3.781095811540215,0.0,0.0,-172.9642963715586,4.718572518943056,0.2690954337802607,0.0,0.0,0.0,-4.624482657351651,0,0,0,0,0,0
image_107.png,edge,0.0,1.1392563692755076,3.1986154308849173,0.0,0.0,-172.78629750708257,-4.448866004782737,2.543151949164556,0.0,0.0,0.0,1.6710229453660546,0,0,0,0,0,0
image_108.png,edge,0.0,3.2097398307355434,3.9342925663238595,0.0,0.0,-172.785729223349,2.237406870917199,3.6025739605942206,0.0,0.0,0.0,0.7806705398743565,0,0,0,0,0,0
image_109.png,edge,0.0,4.860705003543778,4.7854963943066835,0.0,0.0,-172.7803896302979,3.209986596572257,-1.5935748123235527,0.0,0.0,0.0,3.4252559484573464,0,0,0,0,0,0
image_110.png,edge,0.0,-0.6026162420642391,4.036375246966006,0.0,0.0,-172.7365593157272,-2.3324150570281543,-1.5077508533454544,0.0,0.0,0.0,-0.8316769541930222,0,0,0,0,0,0
image_111.png,edge,0.0,3.3658504556734954,3.621350778470517,0.0,0.0,-172.67882041975318,-3.3056874935621003,-4.527833283266696,0.0,0.0,0.0,-2.9570449099057483,0,0,0,0,0,0
image_112.png,edge,0.0,-5.298464483665282,3.5058120630985496,0.0,0.0,-172.55503880149564,1.3217357568078922,3.9727376196788153,0.0,0.0,0.0,-0.9702200145990583,0,0,0,0,0,0
image_113.png,edge,0.0,0.6574816531557186,3.5820300730702455,0.0,0.0,-172.54092127467453,4.709430476001071,-0.27553969160226366,0.0,0.0,0.0,1.8439641401564728,0,0,0,0,0,0
image_114.png,edge,0.0,2.443771299503876,4.583980883752566,0.0,0.0,-172.52643912177047,3.4748183159630663,1.2014339068573907,0.0,0.0,0.0,1.4796319500551132,0,0,0,0,0,0
image_115.png,edge,0.0,0.27900352368379977,3.4994572084442552,0.0,0.0,-172.4176932826708,-4.355150013306686,-2.729693336872856,0.0,0.0,0.0,1.520324400226504,0,0,0,0,0,0
image_116.png,edge,0.0,5.3374543083976,3.846131632942301,0.0,0.0,-172.19936665540132,3.6898207136065597,-0.8700239218324697,0.0,0.0,0.0,3.0079417000906936,0,0,0,0,0,0
image_117.png,edge,0.0,-4.665564905105619,3.2039540992216624,0.0,0.0,-172.10672191180942,-1.551430561258841,-3.2744832925958822,0.0,0.0,0.0,3.257758633815609,0,0,0,0,0,0
image_118.png,edge,0.0,0.009404574074085126,4.439638549511442,0.0,0.0,-172.01655166656855,3.2724453594740517,1.2462305186268638,0.0,0.0,0.0,-1.3844688348758574,0,0,0,0,0,0
image_119.png,edge,0.0,2.9349060129951585,3.657420246769558,0.0,0.0,-171.98692808349494,-4.825573398856218,1.7080011533028516,0.0,0.0,0.0,4.141005472379369,0,0,0,0,0,0
image_120.png,edge,0.0,-2.057018294763873,3.002638049666768,0.0,0.0,-171.906729063312,1.0038049822583996,1.458264022827521,0.0,0.0,0.0,4.097805329394026,0,0,0,0,0,0
image_121.png,edge,0.0,-3.2495679151544907,4.0070854489409555,0.0,0.0,-171.86435162548796,0.5383402184976971,-4.330834437468049,0.0,0.0,0.0,2.6613148350106517,0,0,0,0,0,0
image_122.png,edge,0.0,-2.404134885015472,4.9000055607423985,0.0,0.0,-171.85184872594732,-4.900776151273148,-1.0970949539075159,0.0,0.0,0.0,2.46682731376497,0,0,0,0,0,0
image_123.png,edge,0.0,-3.24802495421534,3.5983560551081704,0.0,0.0,-171.74928067080833,0.48436758215124964,1.1885613824718515,0.0,0.0,0.0,3.9643604551128,0,0,0,0,0,0
image_124.png,edge,0.0,-2.9034630700485864,3.088754653397503,0.0,0.0,-171.64825326683223,-2.6436589846140093,-4.923844286104684,0.0,0.0,0.0,-1.1148912065610936,0,0,0,0,0,0
image_125.png,edge,0.0,-0.19888684016311764,3.1618354336051127,0.0,0.0,-171.57073285581404,-4.948734810947019,-0.9687155580836286,0.0,0.0,0.0,-2.448739603222724,0,0,0,0,0,0
image_126.png,edge,0.0,-0.8657013036005727,4.927873633551602,0.0,0.0,-171.5145842575545,0.49814405563225694,2.9800661864956073,0.0,0.0,0.0,-3.2227352109292564,0,0,0,0,0,0
image_127.png,edge,0.0,0.04915990212027843,3.3557843187658443,0.0,0.0,-171.507989067596,-1.5587919780846695,4.229272412007672,0.0,0.0,0.0,1.817865251093167,0,0,0,0,0,0
image_128.png,edge,0.0,5.657179819910523,3.0341683806798745,0.0,0.0,-171.4211174086197,2.86090954303876,0.052323021048602314,0.0,0.0,0.0,-3.0649346941771363,0,0,0,0,0,0
image_129.png,edge,0.0,-5.690506038125177,3.788734014079863,0.0,0.0,-171.40271596960963,3.25600310992335,-3.565699370839408,0.0,0.0,0.0,3.3811525757714147,0,0,0,0,0,0
image_130.png,edge,0.0,3.063564939591254,3.7866788534884437,0.0,0.0,-171.38581068347884,-4.203186475022481,-0.4629585901898201,0.0,0.0,0.0,4.187964098885523,0,0,0,0,0,0
image_131.png,edge,0.0,-2.389279556164433,4.682726087182836,0.0,0.0,-171.35181079343724,-0.8087760914868136,1.7739116281851794,0.0,0.0,0.0,2.844648697710528,0,0,0,0,0,0
image_132.png,edge,0.0,-5.369634947743422,3.082384197055692,0.0,0.0,-171.26665554024476,-0.8116682323979543,-0.9888178839111239,0.0,0.0,0.0,-4.229854040986148,0,0,0,0,0,0
image_133.png,edge,0.0,-0.24191646873278394,4.346156829762436,0.0,0.0,-171.18257679406463,-2.856259967450665,-4.716249415120867,0.0,0.0,0.0,2.4468800979705696,0,0,0,0,0,0
image_134.png,edge,0.0,1.5106383035698592,3.2666695157100234,0.0,0.0,-171.1806799251393,0.8979348239994236,4.791553545626044,0.0,0.0,0.0,-2.3786013123235614,0,0,0,0,0,0
image_135.png,edge,0.0,-1.6148503795203766,4.346491074858063,0.0,0.0,-171.0185967673641,2.103925166387274,-2.615616062440415,0.0,0.0,0.0,1.0063423568485907,0,0,0,0,0,0
image_136.png,edge,0.0,5.156682628605818,4.8220052666058635,0.0,0.0,-170.79428857541814,-4.131739883848251,1.1879030803085202,0.0,0.0,0.0,1.5831308112222473,0,0,0,0,0,0
image_137.png,edge,0.0,-3.746782466137814,3.735456013154594,0.0,0.0,-170.75508549730566,0.038940443944163405,0.021076549045611515,0.0,0.0,0.0,-1.1660395598180529,0,0,0,0,0,0
image_138.png,edge,0.0,-1.054228209325112,4.625344717364253,0.0,0.0,-170.74786564646024,-0.3066027017658115,3.815840651119135,0.0,0.0,0.0,4.301950490909022,0,0,0,0,0,0
image_139.png,edge,0.0,1.6767245247793472,4.997367369557894,0.0,0.0,-170.71819002623104,-1.9508984889614114,-0.5136029251791232,0.0,0.0,0.0,4.564361118770115,0,0,0,0,0,0
